Year,Series,Units,Value
2014,Proporción de personas que vive en una vivienda con problemas de humedad,%,11.8
2022,Proporción de personas que vive en una vivienda con problemas de humedad,%,12.4
2012,Proporción de personas que vive en una vivienda con problemas de humedad,%,8.8
2018,Proporción de personas que vive en una vivienda con problemas de humedad,%,14.2
2008,Proporción de personas que vive en una vivienda con problemas de humedad,%,7.7
2020,Proporción de personas que vive en una vivienda con problemas de humedad,%,10.5
2016,Proporción de personas que vive en una vivienda con problemas de humedad,%,12.3
2008,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.4
2016,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.0
2018,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.0
2014,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.0
2020,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.0
2022,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.0
2012,Proporción de personas que vive en una vivienda sin retrete o bañera/ducha,%,0.0
2008,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,11.0
2012,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,13.9
2014,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,8.5
2016,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,9.2
2018,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,9.2
2020,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,8.9
2022,Proporción de personas que vive en una vivienda con problemas de exposición a ruidos y contaminación,%,8.0
2008,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,5.7
2014,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,3.3
2012,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,12.2
2016,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,5.4
2018,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,4.0
2020,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,3.3
2022,"Proporción de personas que vive en una vivienda oscura, sin luz suficiente, o escasez de luz natural",%,3.1
