Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2023,,,Belauntza,Por 10.000,Belauntza,0.0
2022,,,Belauntza,Por 10.000,Belauntza,0.0
2021,,,Belauntza,Por 10.000,Belauntza,0.0
2020,,,Belauntza,Por 10.000,Belauntza,0.0
2019,,,Berango,Por 10.000,Berango,0.0
2021,,,Berango,Por 10.000,Berango,2.6
2023,,,Berango,Por 10.000,Berango,0.0
2022,,,Berango,Por 10.000,Berango,7.7
2020,,,Berango,Por 10.000,Berango,0.0
2022,,,Berantevilla,Por 10.000,Berantevilla,0.0
2021,,,Berantevilla,Por 10.000,Berantevilla,0.0
2023,,,Berantevilla,Por 10.000,Berantevilla,0.0
2019,,,Berantevilla,Por 10.000,Berantevilla,0.0
2020,,,Berantevilla,Por 10.000,Berantevilla,0.0
2021,,,Berastegi,Por 10.000,Berastegi,0.0
2023,,,Berastegi,Por 10.000,Berastegi,0.0
2019,,,Berastegi,Por 10.000,Berastegi,0.0
2020,,,Berastegi,Por 10.000,Berastegi,0.0
2022,,,Berastegi,Por 10.000,Berastegi,0.0
2019,,,Bergara,Por 10.000,Bergara,5.3
2023,,,Bergara,Por 10.000,Bergara,13.4
2020,,,Bergara,Por 10.000,Bergara,5.4
2021,,,Bergara,Por 10.000,Bergara,4.1
2022,,,Bergara,Por 10.000,Bergara,2.7
2020,,,Bermeo,Por 10.000,Bermeo,2.3
2023,,,Bermeo,Por 10.000,Bermeo,5.8
2022,,,Bermeo,Por 10.000,Bermeo,1.2
2019,,,Bermeo,Por 10.000,Bermeo,3.5
2021,,,Bermeo,Por 10.000,Bermeo,1.2
2019,,,Bernedo,Por 10.000,Bernedo,0.0
2020,,,Bernedo,Por 10.000,Bernedo,0.0
2023,,,Bernedo,Por 10.000,Bernedo,0.0
2021,,,Bernedo,Por 10.000,Bernedo,0.0
2022,,,Bernedo,Por 10.000,Bernedo,0.0
2019,,,Berriatua,Por 10.000,Berriatua,0.0
2023,,,Berriatua,Por 10.000,Berriatua,17.6
2021,,,Berriatua,Por 10.000,Berriatua,0.0
2022,,,Berriatua,Por 10.000,Berriatua,0.0
2020,,,Berriatua,Por 10.000,Berriatua,0.0
2023,,,Berriz,Por 10.000,Berriz,0.0
2020,,,Berriz,Por 10.000,Berriz,0.0
2022,,,Berriz,Por 10.000,Berriz,0.0
2019,,,Berriz,Por 10.000,Berriz,4.3
2021,,,Berriz,Por 10.000,Berriz,0.0
2023,,,Berrobi,Por 10.000,Berrobi,35.6
2019,,,Berrobi,Por 10.000,Berrobi,0.0
2022,,,Berrobi,Por 10.000,Berrobi,0.0
2020,,,Berrobi,Por 10.000,Berrobi,0.0
2021,,,Berrobi,Por 10.000,Berrobi,0.0
2022,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2023,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2021,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2023,,,Bilbao,Por 10.000,Bilbao,5.1
2021,,,Bilbao,Por 10.000,Bilbao,4.5
2022,,,Bilbao,Por 10.000,Bilbao,6.3
2019,,,Bilbao,Por 10.000,Bilbao,5.6
2020,,,Bilbao,Por 10.000,Bilbao,3.5
2020,,,Busturia,Por 10.000,Busturia,0.0
2019,,,Busturia,Por 10.000,Busturia,0.0
2021,,,Busturia,Por 10.000,Busturia,0.0
2023,,,Busturia,Por 10.000,Busturia,0.0
2022,,,Busturia,Por 10.000,Busturia,0.0
2021,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2020,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2023,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,19.4
2022,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2022,,,Deba,Por 10.000,Deba,0.0
2021,,,Deba,Por 10.000,Deba,0.0
2020,,,Deba,Por 10.000,Deba,0.0
2023,,,Deba,Por 10.000,Deba,3.7
2019,,,Deba,Por 10.000,Deba,3.7
2022,,,Derio,Por 10.000,Derio,5.4
2021,,,Derio,Por 10.000,Derio,2.8
2019,,,Derio,Por 10.000,Derio,5.9
2020,,,Derio,Por 10.000,Derio,2.9
2023,,,Derio,Por 10.000,Derio,10.6
2019,,,Dima,Por 10.000,Dima,0.0
2022,,,Dima,Por 10.000,Dima,0.0
2023,,,Dima,Por 10.000,Dima,13.8
2020,,,Dima,Por 10.000,Dima,0.0
2021,,,Dima,Por 10.000,Dima,0.0
2020,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,3.4
2022,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,6.3
2023,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,8.9
2019,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,4.9
2021,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,5.7
2022,,,Durango,Por 10.000,Durango,5.9
2021,,,Durango,Por 10.000,Durango,4.5
2023,,,Durango,Por 10.000,Durango,6.5
2019,,,Durango,Por 10.000,Durango,3.3
2020,,,Durango,Por 10.000,Durango,3.2
2021,,,Ea,Por 10.000,Ea,0.0
2020,,,Ea,Por 10.000,Ea,0.0
2022,,,Ea,Por 10.000,Ea,0.0
2019,,,Ea,Por 10.000,Ea,0.0
2023,,,Ea,Por 10.000,Ea,0.0
2020,,,Eibar,Por 10.000,Eibar,2.8
2022,,,Eibar,Por 10.000,Eibar,6.5
2021,,,Eibar,Por 10.000,Eibar,6.4
2019,,,Eibar,Por 10.000,Eibar,2.8
2023,,,Eibar,Por 10.000,Eibar,9.4
2020,,,Elantxobe,Por 10.000,Elantxobe,0.0
2022,,,Elantxobe,Por 10.000,Elantxobe,0.0
2019,,,Elantxobe,Por 10.000,Elantxobe,0.0
2021,,,Elantxobe,Por 10.000,Elantxobe,0.0
2023,,,Elantxobe,Por 10.000,Elantxobe,0.0
2023,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2020,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2022,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2019,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2021,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2023,,,Elciego,Por 10.000,Elciego,0.0
2022,,,Elciego,Por 10.000,Elciego,0.0
2021,,,Elciego,Por 10.000,Elciego,0.0
2020,,,Elciego,Por 10.000,Elciego,0.0
2019,,,Elciego,Por 10.000,Elciego,0.0
2020,,,Elduain,Por 10.000,Elduain,0.0
2021,,,Elduain,Por 10.000,Elduain,0.0
2023,,,Elduain,Por 10.000,Elduain,0.0
2019,,,Elduain,Por 10.000,Elduain,0.0
2022,,,Elduain,Por 10.000,Elduain,0.0
2022,,,Elgeta,Por 10.000,Elgeta,0.0
2019,,,Elgeta,Por 10.000,Elgeta,0.0
2020,,,Elgeta,Por 10.000,Elgeta,0.0
2023,,,Elgeta,Por 10.000,Elgeta,0.0
2021,,,Elgeta,Por 10.000,Elgeta,0.0
2021,,,Elgoibar,Por 10.000,Elgoibar,0.0
2020,,,Elgoibar,Por 10.000,Elgoibar,6.9
2023,,,Elgoibar,Por 10.000,Elgoibar,0.0
2019,,,Elgoibar,Por 10.000,Elgoibar,3.4
2022,,,Elgoibar,Por 10.000,Elgoibar,0.0
2020,,,Elorrio,Por 10.000,Elorrio,0.0
2019,,,Elorrio,Por 10.000,Elorrio,2.6
2021,,,Elorrio,Por 10.000,Elorrio,0.0
2023,,,Elorrio,Por 10.000,Elorrio,5.3
2022,,,Elorrio,Por 10.000,Elorrio,0.0
2019,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2020,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2021,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2022,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2023,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2023,,,Erandio,Por 10.000,Erandio,8.8
2022,,,Erandio,Por 10.000,Erandio,5.6
2021,,,Erandio,Por 10.000,Erandio,4.8
2019,,,Erandio,Por 10.000,Erandio,6.4
2020,,,Erandio,Por 10.000,Erandio,6.4
2023,,,Ereño,Por 10.000,Ereño,0.0
2019,,,Ereño,Por 10.000,Ereño,0.0
2020,,,Ereño,Por 10.000,Ereño,0.0
2022,,,Ereño,Por 10.000,Ereño,0.0
2021,,,Ereño,Por 10.000,Ereño,0.0
2019,,,Ermua,Por 10.000,Ermua,1.2
2023,,,Ermua,Por 10.000,Ermua,6.3
2020,,,Ermua,Por 10.000,Ermua,1.2
2021,,,Ermua,Por 10.000,Ermua,0.0
