Year,Value,Units,Series
2012,-1.9,%,BPGren urte arteko aldakuntza-tasa
2013,-1.7,%,BPGren urte arteko aldakuntza-tasa
2021,6.0,%,BPGren urte arteko aldakuntza-tasa
2015,3.0,%,BPGren urte arteko aldakuntza-tasa
2020,-9.6,%,BPGren urte arteko aldakuntza-tasa
2018,3.1,%,BPGren urte arteko aldakuntza-tasa
2016,3.3,%,BPGren urte arteko aldakuntza-tasa
2014,1.7,%,BPGren urte arteko aldakuntza-tasa
2010,0.7,%,BPGren urte arteko aldakuntza-tasa
2017,2.8,%,BPGren urte arteko aldakuntza-tasa
2019,2.3,%,BPGren urte arteko aldakuntza-tasa
2022,5.4,%,BPGren urte arteko aldakuntza-tasa
2011,0.3,%,BPGren urte arteko aldakuntza-tasa
2018,10.5,%,Langabezia-tasa
2013,15.1,%,Langabezia-tasa
2014,16.1,%,Langabezia-tasa
2021,10.0,%,Langabezia-tasa
2023,7.8,%,Langabezia-tasa
2016,13.8,%,Langabezia-tasa
2015,15.7,%,Langabezia-tasa
2022,8.6,%,Langabezia-tasa
2010,9.2,%,Langabezia-tasa
2017,11.6,%,Langabezia-tasa
2012,11.8,%,Langabezia-tasa
2019,9.8,%,Langabezia-tasa
2020,10.6,%,Langabezia-tasa
2011,10.8,%,Langabezia-tasa
2017,2.0,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2011,3.1,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2010,1.7,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2015,-0.3,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2014,0.2,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2023,3.6,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2020,-0.1,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2012,2.3,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2021,3.1,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2018,1.6,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2019,1.0,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2016,0.0,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2013,1.6,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2022,8.0,%,Kontsumoko prezioen indizearen urte arteko aldakuntza-tasa
2014,0.4,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2022,0.5,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2020,0.5,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2016,0.4,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2021,0.5,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2013,0.4,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2017,0.4,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2019,0.5,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2018,0.5,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2015,0.4,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2021,14.3,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2020,15.0,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2013,12.8,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2010,7.6,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
