Year,Value,Units,Series
2018,71.2,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2012,98.3,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2016,78.5,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2022,52.0,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2014,83.7,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2011,101.0,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2021,123.3,100.000 biztanleko,Kutxazain automatikoak 15 urte eta gehiagoko 100.000 biztanleko
2023,117.2,100.000 biztanleko,Kutxazain automatikoak 15 urte eta gehiagoko 100.000 biztanleko
2023,50.8,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2022,119.0,100.000 biztanleko,Kutxazain automatikoak 15 urte eta gehiagoko 100.000 biztanleko
2013,89.6,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2019,67.7,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2021,56.5,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2024,50.2,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2020,62.1,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2024,111.5,100.000 biztanleko,Kutxazain automatikoak 15 urte eta gehiagoko 100.000 biztanleko
2017,73.7,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2015,82.2,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
2010,103.5,100.000 biztanleko,Merkataritza-bankuen sukurtsalak 15 urte eta gehiagoko 100.000 biztanleko
