Year,Value,Units,Series
2017,2.0,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2013,1.7,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2010,1.3,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2018,1.4,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2011,1.3,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2020,1.8,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2019,1.5,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2015,1.6,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2012,1.2,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2023,1.8,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2021,1.8,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2022,1.9,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2014,1.8,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
2016,1.8,100.000 biztanleko,Nahi gabeko intoxikazioei egotzitako heriotza-tasa
