Year,Value,Units,Series
2013,14.8,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2015,11.8,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2023,11.0,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2022,10.8,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2012,15.8,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2021,8.4,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2019,9.0,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2014,14.8,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2016,12.7,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2017,10.5,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2018,9.9,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
2020,10.7,100.000 biztanleko,Tuberkulosiaren intzidentzia 100.000 biztanleko
