Year,Value,Units,Series
2014,11.8,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2022,12.4,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2012,8.8,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2018,14.2,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2008,7.7,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2020,10.5,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2016,12.3,%,Hezetasun-arazoak dituen etxebizitza batean bizi direnen proportzioa
2008,0.4,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2016,0.0,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2018,0.0,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2014,0.0,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2020,0.0,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2022,0.0,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2012,0.0,%,Komunik edo bainuontzirik/dutxarik gabeko etxebizitza batean bizi direnen proportzioa
2008,11.0,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2012,13.9,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2014,8.5,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2016,9.2,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2018,9.2,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2020,8.9,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2022,8.0,%,Etxebizitza batean zarataren eta kutsaduraren eraginpean bizi diren pertsonen proportzioa
2008,5.7,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
2014,3.3,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
2012,12.2,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
2016,5.4,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
2018,4.0,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
2020,3.3,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
2022,3.1,%,"Etxebizitza ilun batean, argi nahikorik gabe edo argi naturalaren eskasiarekin bizi diren pertsonen proportzioa"
