Year,Value,Units,Series
2022,61.3,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2024,70.0,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2020,92.6,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2018,46.7,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2021,59.1,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2019,53.5,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2017,45.7,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2023,66.4,%,Langabezia-prestazioak jasotzen dituzten langabeen proportzioa
2019,83.0,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2024,82.5,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2020,82.9,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2015,82.7,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2023,81.8,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2013,82.8,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2011,82.4,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2010,82.4,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2017,82.8,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2014,82.9,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2022,82.1,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2018,82.9,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2016,82.8,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2021,82.5,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
2012,82.3,%,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa
