Year,Value,Units,Series
2016,1.0,Ratioa,Genero-parekotasunaren indizea hezkuntza-jarduerak egitean
2011,1.17,Ratioa,Genero-parekotasunaren indizea hezkuntza-jarduerak egitean
2022,1.07,Ratioa,Genero-parekotasunaren indizea hezkuntza-jarduerak egitean
2016,0.6,Ratioa,Diru-sarrera parekotasunaren indizea hezkuntza-jarduerak egitean (goiko eta beheko kintilak)
2011,0.64,Ratioa,Diru-sarrera parekotasunaren indizea hezkuntza-jarduerak egitean (goiko eta beheko kintilak)
2022,0.6,Ratioa,Diru-sarrera parekotasunaren indizea hezkuntza-jarduerak egitean (goiko eta beheko kintilak)
2024,0.97,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2015,0.91,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2023,1.02,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2016,0.94,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2021,1.02,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2017,0.92,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2018,0.88,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2019,0.9,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2022,1.01,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2020,0.99,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2012,0.98,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2013,0.93,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2010,0.99,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2011,0.96,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2014,0.91,Ratioa,Bizileku-parekotasunaren indizea hezkuntza-jarduerak egitean (10.000 biztanletik gorako eta beherako udalerriak)
2022,0.7,Ratioa,Osasun-parekotasunaren indizea hezkuntza-jarduerak egitean
2016,0.66,Ratioa,Osasun-parekotasunaren indizea hezkuntza-jarduerak egitean
