Year,Series,Units,Value
2011,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2016,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2014,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2017,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2022,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2018,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2010,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2015,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2013,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2020,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2021,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2019,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2023,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
2012,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpios,Porcentaje,100
