Year,Value,Units,Series
2010,0.91,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2011,0.91,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2023,0.99,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2014,0.99,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2018,1.07,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2021,1.01,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2017,1.07,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2022,1.01,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2015,0.99,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2020,1.01,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2013,0.99,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2019,1.07,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2016,1.07,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2012,0.99,Ratio,Proporción de mujeres en el parlamento en relación con la proporción de mujeres en la población
2022,1.23,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2014,1.16,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2015,1.16,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2018,1.16,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2012,1.14,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2023,1.29,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2010,1.13,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2013,1.15,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2017,1.19,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2019,1.21,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2011,1.12,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2016,1.17,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2020,1.22,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2021,1.23,Ratio,Proporción de mujeres en la administración pública en relación con la proporción de mujeres en la población
2014,1.23,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2010,1.15,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2023,1.22,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2021,1.23,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2022,1.2,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2018,1.21,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2013,1.23,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2015,1.24,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2017,1.22,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2020,1.24,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2011,1.22,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2019,1.23,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2012,1.17,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
2016,1.2,Ratio,Proporción de mujeres en el poder judicial en relación con la proporción de mujeres en la población
