Year,Value,Units,Series
2020,100.0,%,Area 1: marco legal global y vida pública
2022,100.0,%,Area 1: marco legal global y vida pública
2024,100.0,%,Area 1: marco legal global y vida pública
2015,100.0,%,Area 1: marco legal global y vida pública
2020,100.0,%,Area 2: violencia contra la mujer
2022,100.0,%,Area 2: violencia contra la mujer
2015,100.0,%,Area 2: violencia contra la mujer
2024,100.0,%,Area 2: violencia contra la mujer
2015,100.0,%,Area 3: empleo y subsidios económicos
2022,100.0,%,Area 3: empleo y subsidios económicos
2020,100.0,%,Area 3: empleo y subsidios económicos
2024,100.0,%,Area 3: empleo y subsidios económicos
2015,81.8,%,Area 4: matrimonio y familia
2020,81.8,%,Area 4: matrimonio y familia
2022,81.8,%,Area 4: matrimonio y familia
2024,81.8,%,Area 4: matrimonio y familia
