Year,Value,Units,Series
2022,1.07,Ratio,Índice de paridad de género en la realización de actividades educativas
2011,1.17,Ratio,Índice de paridad de género en la realización de actividades educativas
2016,1.0,Ratio,Índice de paridad de género en la realización de actividades educativas
2022,0.6,Ratio,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior)
2016,0.6,Ratio,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior)
2011,0.64,Ratio,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior)
2016,0.66,Ratio,Índice de paridad en salud en la realización de actividades educativas
2022,0.7,Ratio,Índice de paridad en salud en la realización de actividades educativas
2021,1.02,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2015,0.91,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2014,0.91,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2010,0.99,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2019,0.9,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2022,1.01,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2016,0.94,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2018,0.88,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2024,0.97,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2017,0.92,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2020,0.99,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2013,0.93,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2012,0.98,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2011,0.96,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
2023,1.02,Ratio,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes)
