Year,Value,Units,Series
2019,47.1,%,Proporción del PIB generada por el trabajo
2011,50.0,%,Proporción del PIB generada por el trabajo
2016,47.5,%,Proporción del PIB generada por el trabajo
2010,50.2,%,Proporción del PIB generada por el trabajo
2015,47.9,%,Proporción del PIB generada por el trabajo
2021,47.4,%,Proporción del PIB generada por el trabajo
2012,49.2,%,Proporción del PIB generada por el trabajo
2014,48.2,%,Proporción del PIB generada por el trabajo
2020,49.8,%,Proporción del PIB generada por el trabajo
2013,49.0,%,Proporción del PIB generada por el trabajo
2018,46.9,%,Proporción del PIB generada por el trabajo
2017,47.3,%,Proporción del PIB generada por el trabajo
