Year,Value,Units,Series
2018,12030.9,Euros,Productividad de los pequeños productores de alimentos
2020,9818.3,Euros,Productividad de los pequeños productores de alimentos
2019,10646.1,Euros,Productividad de los pequeños productores de alimentos
2016,10978.5,Euros,Productividad de los pequeños productores de alimentos
2015,10150.0,Euros,Productividad de los pequeños productores de alimentos
2017,12294.5,Euros,Productividad de los pequeños productores de alimentos
2021,10509.0,Euros,Productividad de los pequeños productores de alimentos
2018,44914.3,Euros,Productividad de los grandes productores de alimentos
2015,43924.4,Euros,Productividad de los grandes productores de alimentos
2019,46168.5,Euros,Productividad de los grandes productores de alimentos
2020,45942.5,Euros,Productividad de los grandes productores de alimentos
2021,50293.1,Euros,Productividad de los grandes productores de alimentos
2017,42600.2,Euros,Productividad de los grandes productores de alimentos
2016,43308.1,Euros,Productividad de los grandes productores de alimentos
