Year,Value,Units,Series
2022,93,Organizaciones,Número de organizaciones con Sistema comunitario de gestión y auditoría medioambiental (EMAS)
2021,85,Organizaciones,Número de organizaciones con Sistema comunitario de gestión y auditoría medioambiental (EMAS)
2023,99,Organizaciones,Número de organizaciones con Sistema comunitario de gestión y auditoría medioambiental (EMAS)
2016,40,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2024,65,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2023,61,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2012,16,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2011,15,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2015,19,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2020,55,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2010,13,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2017,43,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2022,58,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2021,57,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2018,52,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2014,19,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2019,51,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
2013,18,Licencias,Número de licencias de Ecolabel (Etiqueta Ecológica Europea )
