Year,Value,Units,Series
2017,2.7,%,Tasa de variación interanual del PIB
2012,-2.1,%,Tasa de variación interanual del PIB
2010,0.6,%,Tasa de variación interanual del PIB
2013,-1.8,%,Tasa de variación interanual del PIB
2024,2.5,%,Tasa de variación interanual del PIB
2011,0.2,%,Tasa de variación interanual del PIB
2018,3.1,%,Tasa de variación interanual del PIB
2021,6.1,%,Tasa de variación interanual del PIB
2020,-9.5,%,Tasa de variación interanual del PIB
2019,2.3,%,Tasa de variación interanual del PIB
2014,1.6,%,Tasa de variación interanual del PIB
2015,2.9,%,Tasa de variación interanual del PIB
2016,3.4,%,Tasa de variación interanual del PIB
2023,3.0,%,Tasa de variación interanual del PIB
2022,5.7,%,Tasa de variación interanual del PIB
2023,7.8,%,Tasa de desempleo
2022,8.6,%,Tasa de desempleo
2017,11.6,%,Tasa de desempleo
2013,15.1,%,Tasa de desempleo
2014,16.1,%,Tasa de desempleo
2024,7.4,%,Tasa de desempleo
2016,13.8,%,Tasa de desempleo
2011,10.8,%,Tasa de desempleo
2018,10.5,%,Tasa de desempleo
2021,10.0,%,Tasa de desempleo
2010,9.1,%,Tasa de desempleo
2019,9.8,%,Tasa de desempleo
2020,10.6,%,Tasa de desempleo
2012,11.8,%,Tasa de desempleo
2015,15.7,%,Tasa de desempleo
2015,-0.3,%,Tasa de variación interanual del índice de precios de consumo
2013,1.6,%,Tasa de variación interanual del índice de precios de consumo
2020,-0.1,%,Tasa de variación interanual del índice de precios de consumo
2011,3.1,%,Tasa de variación interanual del índice de precios de consumo
2023,3.6,%,Tasa de variación interanual del índice de precios de consumo
2021,3.1,%,Tasa de variación interanual del índice de precios de consumo
2019,1.0,%,Tasa de variación interanual del índice de precios de consumo
2022,8.0,%,Tasa de variación interanual del índice de precios de consumo
2014,0.2,%,Tasa de variación interanual del índice de precios de consumo
2018,1.6,%,Tasa de variación interanual del índice de precios de consumo
2010,1.7,%,Tasa de variación interanual del índice de precios de consumo
2024,3.1,%,Tasa de variación interanual del índice de precios de consumo
2016,0.0,%,Tasa de variación interanual del índice de precios de consumo
2017,2.0,%,Tasa de variación interanual del índice de precios de consumo
2012,2.3,%,Tasa de variación interanual del índice de precios de consumo
2017,0.4,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2018,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2014,0.4,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2024,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2016,0.4,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2013,0.4,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2015,0.4,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2020,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2023,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2021,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2022,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2019,0.5,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2021,14.2,%,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB
2016,13.9,%,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB
