Year,Value,Units,Series
2013,14.8,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2015,11.8,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2023,11.0,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2022,10.8,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2012,15.8,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2021,8.4,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2019,9.0,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2014,14.8,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2016,12.7,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2017,10.5,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2018,9.9,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
2020,10.7,Por 100.000,Incidencia de la tuberculosis por cada 100.000 habitantes
