Year,Value,Units,Series
2022,61.3,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2024,70.0,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2020,92.6,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2018,46.7,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2021,59.1,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2019,53.5,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2017,45.7,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2023,66.4,%,Proporción de personas desempleadas que reciben prestaciones por desempleo
2019,83.0,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2024,82.5,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2020,82.9,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2015,82.7,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2023,81.8,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2013,82.8,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2011,82.4,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2010,82.4,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2017,82.8,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2014,82.9,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2022,82.1,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2018,82.9,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2016,82.8,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2021,82.5,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
2012,82.3,%,Proporción de la población que supera la edad legal de jubilación y recibe una pensión
