Year,Value,Units,Series
2017,6.4,%,PIB generado por el turismo en proporción al PIB total
2021,4.0,%,PIB generado por el turismo en proporción al PIB total
2015,6.3,%,PIB generado por el turismo en proporción al PIB total
2018,6.3,%,PIB generado por el turismo en proporción al PIB total
2012,5.7,%,PIB generado por el turismo en proporción al PIB total
2016,6.5,%,PIB generado por el turismo en proporción al PIB total
2014,5.9,%,PIB generado por el turismo en proporción al PIB total
2013,5.9,%,PIB generado por el turismo en proporción al PIB total
2020,3.8,%,PIB generado por el turismo en proporción al PIB total
2011,5.5,%,PIB generado por el turismo en proporción al PIB total
2022,5.5,%,PIB generado por el turismo en proporción al PIB total
2010,5.4,%,PIB generado por el turismo en proporción al PIB total
2019,6.3,%,PIB generado por el turismo en proporción al PIB total
2023,6.6,%,PIB generado por el turismo en proporción al PIB total
2010,1.9,%,Tasa de crecimiento del PIB generado por el turismo
2019,0.0,%,Tasa de crecimiento del PIB generado por el turismo
2022,37.5,%,Tasa de crecimiento del PIB generado por el turismo
2016,3.2,%,Tasa de crecimiento del PIB generado por el turismo
2020,-39.7,%,Tasa de crecimiento del PIB generado por el turismo
2012,3.6,%,Tasa de crecimiento del PIB generado por el turismo
2021,5.3,%,Tasa de crecimiento del PIB generado por el turismo
2011,1.9,%,Tasa de crecimiento del PIB generado por el turismo
2013,3.5,%,Tasa de crecimiento del PIB generado por el turismo
2023,20.0,%,Tasa de crecimiento del PIB generado por el turismo
2017,-1.5,%,Tasa de crecimiento del PIB generado por el turismo
2014,0.0,%,Tasa de crecimiento del PIB generado por el turismo
2015,6.8,%,Tasa de crecimiento del PIB generado por el turismo
2018,-1.6,%,Tasa de crecimiento del PIB generado por el turismo
