Year,Value,Units,Series
2010,45.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2014,49.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2023,49.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2016,53.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2021,50.7,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2024,52.0,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2017,53.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2011,45.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2022,50.7,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2015,49.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2020,50.7,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2012,49.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2019,53.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2025,53.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2013,49.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2018,53.3,%,Proporción de escaños ocupados por mujeres en el Parlamento Vasco
2022,45.5,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2013,50.0,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2011,50.0,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2025,46.7,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2019,63.6,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2014,50.0,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2018,41.7,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2017,41.7,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2021,45.5,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2020,45.5,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2023,45.5,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2012,50.0,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2016,50.0,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2024,46.7,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2015,50.0,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2010,45.5,%,Proporción de mujeres entre las personas titulares de las consejerías del Gobierno Vasco
2021,54.2,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2018,48.1,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2012,48.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2015,48.1,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2022,54.2,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2014,48.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2020,54.2,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2016,48.1,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2025,44.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2013,48.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2011,48.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2024,48.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2023,48.4,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2010,41.2,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2017,48.1,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2019,54.2,%,Proporción de escaños ocupados por mujeres en las Juntas Generales
2023,66.7,%,Proporción de mujeres entre las personas Diputadas Forales
2022,51.7,%,Proporción de mujeres entre las personas Diputadas Forales
2021,55.2,%,Proporción de mujeres entre las personas Diputadas Forales
2019,55.2,%,Proporción de mujeres entre las personas Diputadas Forales
2018,50.0,%,Proporción de mujeres entre las personas Diputadas Forales
2017,50.0,%,Proporción de mujeres entre las personas Diputadas Forales
2015,50.0,%,Proporción de mujeres entre las personas Diputadas Forales
2014,42.3,%,Proporción de mujeres entre las personas Diputadas Forales
2013,42.3,%,Proporción de mujeres entre las personas Diputadas Forales
2012,42.3,%,Proporción de mujeres entre las personas Diputadas Forales
2011,42.3,%,Proporción de mujeres entre las personas Diputadas Forales
2010,36.4,%,Proporción de mujeres entre las personas Diputadas Forales
2016,50.0,%,Proporción de mujeres entre las personas Diputadas Forales
2020,55.2,%,Proporción de mujeres entre las personas Diputadas Forales
2024,66.7,%,Proporción de mujeres entre las personas Diputadas Forales
2025,66.7,%,Proporción de mujeres entre las personas Diputadas Forales
2025,46.8,%,Proporción de mujeres entre las personas concejalas
2024,46.5,%,Proporción de mujeres entre las personas concejalas
2023,48.3,%,Proporción de mujeres entre las personas concejalas
2022,47.5,%,Proporción de mujeres entre las personas concejalas
2021,47.5,%,Proporción de mujeres entre las personas concejalas
2020,47.8,%,Proporción de mujeres entre las personas concejalas
2019,47.8,%,Proporción de mujeres entre las personas concejalas
2018,41.4,%,Proporción de mujeres entre las personas concejalas
2017,41.4,%,Proporción de mujeres entre las personas concejalas
2016,41.4,%,Proporción de mujeres entre las personas concejalas
2015,41.4,%,Proporción de mujeres entre las personas concejalas
2014,40.3,%,Proporción de mujeres entre las personas concejalas
2013,40.5,%,Proporción de mujeres entre las personas concejalas
2012,40.4,%,Proporción de mujeres entre las personas concejalas
2011,40.4,%,Proporción de mujeres entre las personas concejalas
2010,27.8,%,Proporción de mujeres entre las personas concejalas
2024,34.3,%,Proporción de mujeres entre las personas titulares de alcaldías
2023,33.1,%,Proporción de mujeres entre las personas titulares de alcaldías
2022,30.3,%,Proporción de mujeres entre las personas titulares de alcaldías
2021,30.3,%,Proporción de mujeres entre las personas titulares de alcaldías
2020,29.2,%,Proporción de mujeres entre las personas titulares de alcaldías
2019,29.2,%,Proporción de mujeres entre las personas titulares de alcaldías
2018,25.2,%,Proporción de mujeres entre las personas titulares de alcaldías
2017,25.2,%,Proporción de mujeres entre las personas titulares de alcaldías
2016,25.2,%,Proporción de mujeres entre las personas titulares de alcaldías
2015,25.2,%,Proporción de mujeres entre las personas titulares de alcaldías
