Year,Value,Units,Series
2018,149.3,Kg per cápita,Residuos peligrosos generados per cápita
2014,148.8,Kg per cápita,Residuos peligrosos generados per cápita
2010,162.9,Kg per cápita,Residuos peligrosos generados per cápita
2012,137.2,Kg per cápita,Residuos peligrosos generados per cápita
2016,148.0,Kg per cápita,Residuos peligrosos generados per cápita
2011,150.9,Kg per cápita,Residuos peligrosos generados per cápita
2019,150.1,Kg per cápita,Residuos peligrosos generados per cápita
2017,145.3,Kg per cápita,Residuos peligrosos generados per cápita
2021,150.7,Kg per cápita,Residuos peligrosos generados per cápita
2022,157.5,Kg per cápita,Residuos peligrosos generados per cápita
2020,144.9,Kg per cápita,Residuos peligrosos generados per cápita
2013,130.7,Kg per cápita,Residuos peligrosos generados per cápita
2015,150.9,Kg per cápita,Residuos peligrosos generados per cápita
