Year,Value,Units,Series
2022,1593.05,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2024,252.06,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2018,299.72,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2014,-24.62,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2015,39.62,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2011,5165.0,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2010,1605.42,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2012,574.14,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2023,-95.18,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2017,535.35,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2021,9.0,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2016,554.29,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2020,-153.5,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2019,602.42,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2013,-278.22,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo
2010,2.38,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2011,7.59,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2012,0.86,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2014,-0.04,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2015,0.06,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2016,0.77,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2013,-0.42,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2017,0.72,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2021,0.01,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2018,0.39,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2019,0.75,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2020,-0.21,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2022,1.84,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2023,-0.1,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
2024,0.26,%,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB
