Year,Value,Units,Series
2016,21507.9,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2017,26656.6,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2020,22965.0,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2013,18163.8,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2018,28476.5,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2015,23794.7,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2022,22897.1,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2011,23308.8,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2012,21098.6,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2019,27538.3,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2010,30845.5,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2014,19620.0,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2021,26738.0,Kilotoneladas,Consumo doméstico de materiales en términos absolutos
2020,10.5,Toneladas per cápita,Consumo doméstico de materiales per cápita
2013,8.3,Toneladas per cápita,Consumo doméstico de materiales per cápita
2016,9.9,Toneladas per cápita,Consumo doméstico de materiales per cápita
2015,11.0,Toneladas per cápita,Consumo doméstico de materiales per cápita
2022,10.5,Toneladas per cápita,Consumo doméstico de materiales per cápita
2012,9.7,Toneladas per cápita,Consumo doméstico de materiales per cápita
2011,10.7,Toneladas per cápita,Consumo doméstico de materiales per cápita
2014,9.0,Toneladas per cápita,Consumo doméstico de materiales per cápita
2021,12.2,Toneladas per cápita,Consumo doméstico de materiales per cápita
2018,13.0,Toneladas per cápita,Consumo doméstico de materiales per cápita
2010,14.2,Toneladas per cápita,Consumo doméstico de materiales per cápita
2019,12.6,Toneladas per cápita,Consumo doméstico de materiales per cápita
2017,12.2,Toneladas per cápita,Consumo doméstico de materiales per cápita
2010,407.5,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2011,307.2,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2012,283.9,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2015,311.8,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2013,249.1,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2014,264.6,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2016,272.9,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2017,329.1,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2018,341.0,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2019,322.4,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2020,296.9,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2021,325.9,Kg por euro de PIB,Consumo doméstico de materiales por PIB
2022,264.1,Kg por euro de PIB,Consumo doméstico de materiales por PIB
