Year,Value,Units,Series
2000,3.5,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2022,3.0,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2008,5.7,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2012,7.7,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2020,3.7,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2016,6.7,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2018,3.9,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2014,7.5,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2004,5.2,%,Prevalencia de la inseguridad alimentaria grave o muy grave
2004,2.7,%,Prevalencia de la inseguridad alimentaria muy grave
2016,3.1,%,Prevalencia de la inseguridad alimentaria muy grave
2008,2.1,%,Prevalencia de la inseguridad alimentaria muy grave
2000,1.1,%,Prevalencia de la inseguridad alimentaria muy grave
2012,3.1,%,Prevalencia de la inseguridad alimentaria muy grave
2014,2.9,%,Prevalencia de la inseguridad alimentaria muy grave
2018,1.8,%,Prevalencia de la inseguridad alimentaria muy grave
2020,1.9,%,Prevalencia de la inseguridad alimentaria muy grave
2022,1.1,%,Prevalencia de la inseguridad alimentaria muy grave
