Year,Value,Units,Series
2018,7612.6,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2020,3757.6,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2019,7899.9,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2016,8479.1,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2015,7680.2,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2017,6744.6,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2021,4033.8,Euros constantes,Ingresos medios de los pequeños productores de alimentos
2018,15931.4,Euros constantes,Ingresos medios de los grandes productores de alimentos
2015,13529.1,Euros constantes,Ingresos medios de los grandes productores de alimentos
2019,17862.3,Euros constantes,Ingresos medios de los grandes productores de alimentos
2020,16492.3,Euros constantes,Ingresos medios de los grandes productores de alimentos
2021,18226.4,Euros constantes,Ingresos medios de los grandes productores de alimentos
2017,19387.5,Euros constantes,Ingresos medios de los grandes productores de alimentos
2016,15834.3,Euros constantes,Ingresos medios de los grandes productores de alimentos
