Year,Value,Units,Series
2020,0.51,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2023,0.51,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2019,0.47,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2017,0.43,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2015,0.39,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2024,0.51,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2021,0.53,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2013,0.38,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2016,0.41,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2014,0.36,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2022,0.52,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2018,0.45,%,Volumen de remesas enviadas al extranjero en proporción al PIB
2013,249.06,Millones de euros,Volumen de remesas enviadas al extranjero
2014,244.69,Millones de euros,Volumen de remesas enviadas al extranjero
2015,268.77,Millones de euros,Volumen de remesas enviadas al extranjero
2016,291.52,Millones de euros,Volumen de remesas enviadas al extranjero
2018,349.76,Millones de euros,Volumen de remesas enviadas al extranjero
2019,373.68,Millones de euros,Volumen de remesas enviadas al extranjero
2023,472.79,Millones de euros,Volumen de remesas enviadas al extranjero
2017,322.91,Millones de euros,Volumen de remesas enviadas al extranjero
2020,370.65,Millones de euros,Volumen de remesas enviadas al extranjero
2021,416.76,Millones de euros,Volumen de remesas enviadas al extranjero
2022,452.03,Millones de euros,Volumen de remesas enviadas al extranjero
2024,503.36,Millones de euros,Volumen de remesas enviadas al extranjero
