Year,Value,Units,Series
2017,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2018,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2019,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2012,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2020,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2014,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2016,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2022,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2015,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2021,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2010,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2013,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2011,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2023,1,"Lógica (1=Sí, -1=No)",Se ha realizado al menos un censo de población y vivienda en los últimos diez años
2020,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2017,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2011,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2010,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2015,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2022,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2016,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2018,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2013,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2012,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2021,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2019,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2023,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
2014,1,"Lógica (1=Sí, -1=No)",Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones
