Year,Value,Units,Series
2013,18730509.76,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2015,19384671.9,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2021,17631879.42,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2012,20427113.19,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2018,19040478.44,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2020,16478502.65,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2019,18574722.02,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2011,20209426.39,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2014,18756524.65,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2017,19695350.67,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2022,18461387.31,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2010,21706181.17,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2016,18688513.07,Toneladas de CO2 - equivalente,Emisiones totales de gases de efecto invernadero por año
2010,0.29,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2015,0.25,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2018,0.23,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2022,0.21,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2014,0.25,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2020,0.21,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2021,0.21,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2017,0.24,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2019,0.22,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2012,0.27,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2013,0.26,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2011,0.27,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2016,0.24,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero por unidad de PIB
2010,10.0,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2011,9.28,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2012,9.37,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2013,8.61,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2014,8.63,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2016,8.6,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2015,8.92,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2017,9.04,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2021,8.05,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2019,8.47,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2020,7.5,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2018,8.72,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2022,8.43,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero per cápita
2010,4.85,%,Emisiones de gases de efecto invernadero respecto al año 1990
2011,-2.38,%,Emisiones de gases de efecto invernadero respecto al año 1990
2012,-1.33,%,Emisiones de gases de efecto invernadero respecto al año 1990
2013,-9.52,%,Emisiones de gases de efecto invernadero respecto al año 1990
2014,-9.4,%,Emisiones de gases de efecto invernadero respecto al año 1990
2015,-6.36,%,Emisiones de gases de efecto invernadero respecto al año 1990
2016,-9.73,%,Emisiones de gases de efecto invernadero respecto al año 1990
2017,-4.86,%,Emisiones de gases de efecto invernadero respecto al año 1990
2018,-8.02,%,Emisiones de gases de efecto invernadero respecto al año 1990
2019,-10.27,%,Emisiones de gases de efecto invernadero respecto al año 1990
2020,-20.4,%,Emisiones de gases de efecto invernadero respecto al año 1990
2021,-14.83,%,Emisiones de gases de efecto invernadero respecto al año 1990
2022,-10.82,%,Emisiones de gases de efecto invernadero respecto al año 1990
2011,-20.49,%,Emisiones de gases de efecto invernadero respecto al año 2005
2012,-19.63,%,Emisiones de gases de efecto invernadero respecto al año 2005
2020,-35.17,%,Emisiones de gases de efecto invernadero respecto al año 2005
2013,-26.31,%,Emisiones de gases de efecto invernadero respecto al año 2005
2014,-26.21,%,Emisiones de gases de efecto invernadero respecto al año 2005
2015,-23.73,%,Emisiones de gases de efecto invernadero respecto al año 2005
2016,-26.47,%,Emisiones de gases de efecto invernadero respecto al año 2005
2010,-14.6,%,Emisiones de gases de efecto invernadero respecto al año 2005
2017,-22.51,%,Emisiones de gases de efecto invernadero respecto al año 2005
2018,-25.09,%,Emisiones de gases de efecto invernadero respecto al año 2005
2019,-26.92,%,Emisiones de gases de efecto invernadero respecto al año 2005
2021,-30.63,%,Emisiones de gases de efecto invernadero respecto al año 2005
2022,-27.37,%,Emisiones de gases de efecto invernadero respecto al año 2005
