Year,Series,Units,Value
2014,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,27.73
2015,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,30.21
2016,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,20.46
2017,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,24.62
2018,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,23.52
2019,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,28.37
2020,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,18.38
2021,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,16.8
2022,Proportion of agricultural land that has reached an acceptable or desirable level of agricultural production value per hectare,%,16.86
2016,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,98.77
2017,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,97.65
2018,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,99.13
2019,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,99.91
2020,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,99.83
2021,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,99.39
2022,Proportion of agricultural land that has reached an acceptable or desirable level of net agricultural income,%,97.79
