Year,Series,Units,Value
2011,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2016,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2014,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2017,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2022,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2018,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2010,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2015,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2013,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2020,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2021,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2019,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2023,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
2012,Energia-iturri nagusia erregai eta teknologia garbiak dituen biztanleriaren proportzioa,%,100
