Year,Value,Units,Series
2022,1593.05,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2024,252.06,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2018,299.72,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2014,-24.62,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2015,39.62,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2011,5165.0,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2010,1605.42,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2012,574.14,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2023,-95.18,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2017,535.35,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2021,9.0,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2016,554.29,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2020,-153.5,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2019,602.42,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2013,-278.22,Millions of euros,Net direct investment in countries receiving Official Development Assistance
2010,2.38,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2011,7.59,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2012,0.86,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2014,-0.04,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2015,0.06,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2016,0.77,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2013,-0.42,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2017,0.72,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2021,0.01,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2018,0.39,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2019,0.75,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2020,-0.21,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2022,1.84,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2023,-0.1,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
2024,0.26,%,Net direct investment in countries receiving Official Development Assistance as a proportion of GDP
