Year,Value,Units,Series
2010,0.91,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2011,0.91,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2023,0.99,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2014,0.99,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2018,1.07,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2021,1.01,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2017,1.07,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2022,1.01,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2015,0.99,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2020,1.01,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2013,0.99,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2019,1.07,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2016,1.07,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2012,0.99,Ratio,Proportion of women in parliament relative to the proportion of women in the population
2022,1.23,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2014,1.16,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2015,1.16,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2018,1.16,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2012,1.14,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2023,1.29,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2010,1.13,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2013,1.15,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2017,1.19,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2019,1.21,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2011,1.12,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2016,1.17,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2020,1.22,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2021,1.23,Ratio,Proportion of women in public administration relative to the proportion of women in the population
2014,1.23,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2010,1.15,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2023,1.22,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2021,1.23,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2022,1.2,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2018,1.21,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2013,1.23,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2015,1.24,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2017,1.22,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2020,1.24,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2011,1.22,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2019,1.23,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2012,1.17,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
2016,1.2,Ratio,Proportion of women in the judiciary relative to the proportion of women in the population
