Year,Value,Units,Series
2010,45.3,%,Proportion of seats held by women in Basque Parliament
2014,49.3,%,Proportion of seats held by women in Basque Parliament
2023,49.3,%,Proportion of seats held by women in Basque Parliament
2016,53.3,%,Proportion of seats held by women in Basque Parliament
2021,50.7,%,Proportion of seats held by women in Basque Parliament
2024,52.0,%,Proportion of seats held by women in Basque Parliament
2017,53.3,%,Proportion of seats held by women in Basque Parliament
2011,45.3,%,Proportion of seats held by women in Basque Parliament
2022,50.7,%,Proportion of seats held by women in Basque Parliament
2015,49.3,%,Proportion of seats held by women in Basque Parliament
2020,50.7,%,Proportion of seats held by women in Basque Parliament
2012,49.3,%,Proportion of seats held by women in Basque Parliament
2019,53.3,%,Proportion of seats held by women in Basque Parliament
2025,53.3,%,Proportion of seats held by women in Basque Parliament
2013,49.3,%,Proportion of seats held by women in Basque Parliament
2018,53.3,%,Proportion of seats held by women in Basque Parliament
2022,45.5,%,Proportion of women among heads of departments in Basque Government
2013,50.0,%,Proportion of women among heads of departments in Basque Government
2011,50.0,%,Proportion of women among heads of departments in Basque Government
2025,46.7,%,Proportion of women among heads of departments in Basque Government
2019,63.6,%,Proportion of women among heads of departments in Basque Government
2014,50.0,%,Proportion of women among heads of departments in Basque Government
2018,41.7,%,Proportion of women among heads of departments in Basque Government
2017,41.7,%,Proportion of women among heads of departments in Basque Government
2021,45.5,%,Proportion of women among heads of departments in Basque Government
2020,45.5,%,Proportion of women among heads of departments in Basque Government
2023,45.5,%,Proportion of women among heads of departments in Basque Government
2012,50.0,%,Proportion of women among heads of departments in Basque Government
2016,50.0,%,Proportion of women among heads of departments in Basque Government
2024,46.7,%,Proportion of women among heads of departments in Basque Government
2015,50.0,%,Proportion of women among heads of departments in Basque Government
2010,45.5,%,Proportion of women among heads of departments in Basque Government
2021,54.2,%,Proportion of seats held by women in Provincial Assemblies
2018,48.1,%,Proportion of seats held by women in Provincial Assemblies
2012,48.4,%,Proportion of seats held by women in Provincial Assemblies
2015,48.1,%,Proportion of seats held by women in Provincial Assemblies
2022,54.2,%,Proportion of seats held by women in Provincial Assemblies
2014,48.4,%,Proportion of seats held by women in Provincial Assemblies
2020,54.2,%,Proportion of seats held by women in Provincial Assemblies
2016,48.1,%,Proportion of seats held by women in Provincial Assemblies
2025,44.4,%,Proportion of seats held by women in Provincial Assemblies
2013,48.4,%,Proportion of seats held by women in Provincial Assemblies
2011,48.4,%,Proportion of seats held by women in Provincial Assemblies
2024,48.4,%,Proportion of seats held by women in Provincial Assemblies
2023,48.4,%,Proportion of seats held by women in Provincial Assemblies
2010,41.2,%,Proportion of seats held by women in Provincial Assemblies
2017,48.1,%,Proportion of seats held by women in Provincial Assemblies
2019,54.2,%,Proportion of seats held by women in Provincial Assemblies
2023,66.7,%,Proportion of women among Provincial Deputies
2022,51.7,%,Proportion of women among Provincial Deputies
2021,55.2,%,Proportion of women among Provincial Deputies
2019,55.2,%,Proportion of women among Provincial Deputies
2018,50.0,%,Proportion of women among Provincial Deputies
2017,50.0,%,Proportion of women among Provincial Deputies
2015,50.0,%,Proportion of women among Provincial Deputies
2014,42.3,%,Proportion of women among Provincial Deputies
2013,42.3,%,Proportion of women among Provincial Deputies
2012,42.3,%,Proportion of women among Provincial Deputies
2011,42.3,%,Proportion of women among Provincial Deputies
2010,36.4,%,Proportion of women among Provincial Deputies
2016,50.0,%,Proportion of women among Provincial Deputies
2020,55.2,%,Proportion of women among Provincial Deputies
2024,66.7,%,Proportion of women among Provincial Deputies
2025,66.7,%,Proportion of women among Provincial Deputies
2025,46.8,%,Proportion of women among local councilors
2024,46.5,%,Proportion of women among local councilors
2023,48.3,%,Proportion of women among local councilors
2022,47.5,%,Proportion of women among local councilors
2021,47.5,%,Proportion of women among local councilors
2020,47.8,%,Proportion of women among local councilors
2019,47.8,%,Proportion of women among local councilors
2018,41.4,%,Proportion of women among local councilors
2017,41.4,%,Proportion of women among local councilors
2016,41.4,%,Proportion of women among local councilors
2015,41.4,%,Proportion of women among local councilors
2014,40.3,%,Proportion of women among local councilors
2013,40.5,%,Proportion of women among local councilors
2012,40.4,%,Proportion of women among local councilors
2011,40.4,%,Proportion of women among local councilors
2010,27.8,%,Proportion of women among local councilors
2024,34.3,%,Proportion of women among mayors
2023,33.1,%,Proportion of women among mayors
2022,30.3,%,Proportion of women among mayors
2021,30.3,%,Proportion of women among mayors
2020,29.2,%,Proportion of women among mayors
2019,29.2,%,Proportion of women among mayors
2018,25.2,%,Proportion of women among mayors
2017,25.2,%,Proportion of women among mayors
2016,25.2,%,Proportion of women among mayors
2015,25.2,%,Proportion of women among mayors
2014,23.1,%,Proportion of women among mayors
2013,22.3,%,Proportion of women among mayors
2012,22.0,%,Proportion of women among mayors
2011,22.0,%,Proportion of women among mayors
2010,19.9,%,Proportion of women among mayors
2025,35.7,%,Proportion of women among mayors
