Year,Value,Units,Series
2015,0,"Per 1,000","Malaria incidence per 1,000 population."
2017,0,"Per 1,000","Malaria incidence per 1,000 population."
2014,0,"Per 1,000","Malaria incidence per 1,000 population."
2022,0,"Per 1,000","Malaria incidence per 1,000 population."
2020,0,"Per 1,000","Malaria incidence per 1,000 population."
2010,0,"Per 1,000","Malaria incidence per 1,000 population."
2012,0,"Per 1,000","Malaria incidence per 1,000 population."
2018,0,"Per 1,000","Malaria incidence per 1,000 population."
2011,0,"Per 1,000","Malaria incidence per 1,000 population."
2021,0,"Per 1,000","Malaria incidence per 1,000 population."
2016,0,"Per 1,000","Malaria incidence per 1,000 population."
2013,0,"Per 1,000","Malaria incidence per 1,000 population."
2023,0,"Per 1,000","Malaria incidence per 1,000 population."
2019,0,"Per 1,000","Malaria incidence per 1,000 population."
