Year,Value,Units,Series
2011,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2016,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2014,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2017,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2022,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2018,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2010,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2015,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2013,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2020,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2021,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2019,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2023,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
2012,100,%,Proportion of the population whose primary source of energy is clean fuels and technologies
