Year,Value,Units,Series
2015,0.07,"Per 1,000","Number of new HIV infections per 1,000 population."
2017,0.06,"Per 1,000","Number of new HIV infections per 1,000 population."
2014,0.07,"Per 1,000","Number of new HIV infections per 1,000 population."
2022,0.06,"Per 1,000","Number of new HIV infections per 1,000 population."
2020,0.05,"Per 1,000","Number of new HIV infections per 1,000 population."
2010,0.09,"Per 1,000","Number of new HIV infections per 1,000 population."
2012,0.07,"Per 1,000","Number of new HIV infections per 1,000 population."
2018,0.08,"Per 1,000","Number of new HIV infections per 1,000 population."
2011,0.08,"Per 1,000","Number of new HIV infections per 1,000 population."
2021,0.05,"Per 1,000","Number of new HIV infections per 1,000 population."
2016,0.07,"Per 1,000","Number of new HIV infections per 1,000 population."
2013,0.07,"Per 1,000","Number of new HIV infections per 1,000 population."
2023,0.06,"Per 1,000","Number of new HIV infections per 1,000 population."
2019,0.07,"Per 1,000","Number of new HIV infections per 1,000 population."
