Year,Value,Units,Series
2017,6.4,%,GDP generated by tourism as a proportion of total GDP
2021,4.0,%,GDP generated by tourism as a proportion of total GDP
2015,6.3,%,GDP generated by tourism as a proportion of total GDP
2018,6.3,%,GDP generated by tourism as a proportion of total GDP
2012,5.7,%,GDP generated by tourism as a proportion of total GDP
2016,6.5,%,GDP generated by tourism as a proportion of total GDP
2014,5.9,%,GDP generated by tourism as a proportion of total GDP
2013,5.9,%,GDP generated by tourism as a proportion of total GDP
2020,3.8,%,GDP generated by tourism as a proportion of total GDP
2011,5.5,%,GDP generated by tourism as a proportion of total GDP
2022,5.5,%,GDP generated by tourism as a proportion of total GDP
2010,5.4,%,GDP generated by tourism as a proportion of total GDP
2019,6.3,%,GDP generated by tourism as a proportion of total GDP
2023,6.6,%,GDP generated by tourism as a proportion of total GDP
2010,1.9,%,GDP growth rate generated by tourism
2019,0.0,%,GDP growth rate generated by tourism
2022,37.5,%,GDP growth rate generated by tourism
2016,3.2,%,GDP growth rate generated by tourism
2020,-39.7,%,GDP growth rate generated by tourism
2012,3.6,%,GDP growth rate generated by tourism
2021,5.3,%,GDP growth rate generated by tourism
2011,1.9,%,GDP growth rate generated by tourism
2013,3.5,%,GDP growth rate generated by tourism
2023,20.0,%,GDP growth rate generated by tourism
2017,-1.5,%,GDP growth rate generated by tourism
2014,0.0,%,GDP growth rate generated by tourism
2015,6.8,%,GDP growth rate generated by tourism
2018,-1.6,%,GDP growth rate generated by tourism
