Year,Value,Units,Series
2013,3.8,"Per 100,000 employees",Fatal occupational injuries
2021,3.7,"Per 100,000 employees",Fatal occupational injuries
2018,4.0,"Per 100,000 employees",Fatal occupational injuries
2019,3.2,"Per 100,000 employees",Fatal occupational injuries
2017,3.5,"Per 100,000 employees",Fatal occupational injuries
2016,4.4,"Per 100,000 employees",Fatal occupational injuries
2022,3.1,"Per 100,000 employees",Fatal occupational injuries
2015,3.7,"Per 100,000 employees",Fatal occupational injuries
2020,2.9,"Per 100,000 employees",Fatal occupational injuries
2014,3.4,"Per 100,000 employees",Fatal occupational injuries
2024,2.7,"Per 100,000 employees",Fatal occupational injuries
2023,3.1,"Per 100,000 employees",Fatal occupational injuries
2018,3627.1,"Per 100,000 employees",Non-fatal occupational injuries
2013,3158.0,"Per 100,000 employees",Non-fatal occupational injuries
2023,3697.8,"Per 100,000 employees",Non-fatal occupational injuries
2014,3187.0,"Per 100,000 employees",Non-fatal occupational injuries
2017,3645.2,"Per 100,000 employees",Non-fatal occupational injuries
2021,3702.3,"Per 100,000 employees",Non-fatal occupational injuries
2022,3790.0,"Per 100,000 employees",Non-fatal occupational injuries
2015,3374.8,"Per 100,000 employees",Non-fatal occupational injuries
2016,3489.4,"Per 100,000 employees",Non-fatal occupational injuries
2020,3247.4,"Per 100,000 employees",Non-fatal occupational injuries
2024,3875.6,"Per 100,000 employees",Non-fatal occupational injuries
2019,3897.8,"Per 100,000 employees",Non-fatal occupational injuries
