Year,Value,Units,Series
2016,21507.9,Kilotons,Domestic material consumption in absolute terms
2011,23308.8,Kilotons,Domestic material consumption in absolute terms
2018,28476.5,Kilotons,Domestic material consumption in absolute terms
2015,23794.7,Kilotons,Domestic material consumption in absolute terms
2019,27538.3,Kilotons,Domestic material consumption in absolute terms
2013,18163.8,Kilotons,Domestic material consumption in absolute terms
2012,21098.6,Kilotons,Domestic material consumption in absolute terms
2014,19620.0,Kilotons,Domestic material consumption in absolute terms
2010,30845.5,Kilotons,Domestic material consumption in absolute terms
2017,26656.6,Kilotons,Domestic material consumption in absolute terms
2020,22964.9,Kilotons,Domestic material consumption in absolute terms
2020,10.5,Tons per capita,Domestic material consumption per capita
2016,9.9,Tons per capita,Domestic material consumption per capita
2014,9.0,Tons per capita,Domestic material consumption per capita
2013,8.3,Tons per capita,Domestic material consumption per capita
2018,13.0,Tons per capita,Domestic material consumption per capita
2011,10.7,Tons per capita,Domestic material consumption per capita
2012,9.7,Tons per capita,Domestic material consumption per capita
2017,12.2,Tons per capita,Domestic material consumption per capita
2015,11.0,Tons per capita,Domestic material consumption per capita
2019,12.6,Tons per capita,Domestic material consumption per capita
2010,14.2,Tons per capita,Domestic material consumption per capita
2010,456.3,T_MILLON_EUR,Domestic material consumption per GDP
2012,317.3,T_MILLON_EUR,Domestic material consumption per GDP
2011,343.6,T_MILLON_EUR,Domestic material consumption per GDP
2013,277.8,T_MILLON_EUR,Domestic material consumption per GDP
2014,295.3,T_MILLON_EUR,Domestic material consumption per GDP
2015,347.4,T_MILLON_EUR,Domestic material consumption per GDP
2016,304.0,T_MILLON_EUR,Domestic material consumption per GDP
2017,366.8,T_MILLON_EUR,Domestic material consumption per GDP
2018,379.7,T_MILLON_EUR,Domestic material consumption per GDP
2019,359.0,T_MILLON_EUR,Domestic material consumption per GDP
2020,332.6,T_MILLON_EUR,Domestic material consumption per GDP
