Year,Value,Units,Series
2017,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2018,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2019,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2012,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2020,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2014,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2016,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2022,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2015,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2021,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2010,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2013,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2011,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2023,1,"Logic (1=Yes, -1=No)",At least one population and housing census has been conducted in the last ten years.
2020,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2017,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2011,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2010,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2015,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2022,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2016,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2018,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2013,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2012,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2021,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2019,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2023,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
2014,1,"Logic (1=Yes, -1=No)",100% of births and at least 80% of deaths have been registered.
