Year,Value,Units,Series
2018,149.3,KG_PER_CAPITA,EN_HAZ_PCAP
2014,148.8,KG_PER_CAPITA,EN_HAZ_PCAP
2010,162.9,KG_PER_CAPITA,EN_HAZ_PCAP
2012,137.2,KG_PER_CAPITA,EN_HAZ_PCAP
2016,148.0,KG_PER_CAPITA,EN_HAZ_PCAP
2011,150.9,KG_PER_CAPITA,EN_HAZ_PCAP
2019,150.1,KG_PER_CAPITA,EN_HAZ_PCAP
2017,145.3,KG_PER_CAPITA,EN_HAZ_PCAP
2021,150.7,KG_PER_CAPITA,EN_HAZ_PCAP
2022,157.5,KG_PER_CAPITA,EN_HAZ_PCAP
2020,144.9,KG_PER_CAPITA,EN_HAZ_PCAP
2013,130.7,KG_PER_CAPITA,EN_HAZ_PCAP
2015,150.9,KG_PER_CAPITA,EN_HAZ_PCAP
