Year,Value,Units,Series
2016,21507.9,KT,EN_MAT_DOMCMPT
2017,26656.6,KT,EN_MAT_DOMCMPT
2020,22965.0,KT,EN_MAT_DOMCMPT
2013,18163.8,KT,EN_MAT_DOMCMPT
2018,28476.5,KT,EN_MAT_DOMCMPT
2015,23794.7,KT,EN_MAT_DOMCMPT
2022,22897.1,KT,EN_MAT_DOMCMPT
2011,23308.8,KT,EN_MAT_DOMCMPT
2012,21098.6,KT,EN_MAT_DOMCMPT
2019,27538.3,KT,EN_MAT_DOMCMPT
2010,30845.5,KT,EN_MAT_DOMCMPT
2014,19620.0,KT,EN_MAT_DOMCMPT
2021,26738.0,KT,EN_MAT_DOMCMPT
2020,10.5,T_PER_CAPITA,EN_MAT_DOMCMPC
2013,8.3,T_PER_CAPITA,EN_MAT_DOMCMPC
2016,9.9,T_PER_CAPITA,EN_MAT_DOMCMPC
2015,11.0,T_PER_CAPITA,EN_MAT_DOMCMPC
2022,10.5,T_PER_CAPITA,EN_MAT_DOMCMPC
2012,9.7,T_PER_CAPITA,EN_MAT_DOMCMPC
2011,10.7,T_PER_CAPITA,EN_MAT_DOMCMPC
2014,9.0,T_PER_CAPITA,EN_MAT_DOMCMPC
2021,12.2,T_PER_CAPITA,EN_MAT_DOMCMPC
2018,13.0,T_PER_CAPITA,EN_MAT_DOMCMPC
2010,14.2,T_PER_CAPITA,EN_MAT_DOMCMPC
2019,12.6,T_PER_CAPITA,EN_MAT_DOMCMPC
2017,12.2,T_PER_CAPITA,EN_MAT_DOMCMPC
2010,407.5,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2011,307.2,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2012,283.9,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2015,311.8,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2013,249.1,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2014,264.6,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2016,272.9,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2017,329.1,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2018,341.0,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2019,322.4,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2020,296.9,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2021,325.9,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
2022,264.1,KG_PER_GDP_1000_EUR,EN_MAT_DOMCMPG
