Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,,,ES48003,PT,ES48003,0.3
2015,,,ES48003,PT,ES48003,0.4
2014,,,ES48003,PT,ES48003,0.3
2019,,,ES48004,PT,ES48004,3.6
2015,,,ES48004,PT,ES48004,5.2
2018,,,ES48004,PT,ES48004,3.6
2017,,,ES48004,PT,ES48004,4.3
2014,,,ES48004,PT,ES48004,4.2
2020,,,ES48004,PT,ES48004,3.6
2021,,,ES48004,PT,ES48004,5.1
2016,,,ES48004,PT,ES48004,5.0
2020,,,ES01002,PT,ES01002,0.9
2019,,,ES01002,PT,ES01002,0.9
2017,,,ES01002,PT,ES01002,1.2
2014,,,ES01002,PT,ES01002,1.4
2018,,,ES01002,PT,ES01002,1.1
2021,,,ES01002,PT,ES01002,1.3
2016,,,ES01002,PT,ES01002,1.1
2015,,,ES01002,PT,ES01002,1.2
2014,,,ES20009,PT,ES20009,0.2
2020,,,ES20009,PT,ES20009,0.2
2018,,,ES20009,PT,ES20009,0.2
2017,,,ES20009,PT,ES20009,0.2
2019,,,ES20009,PT,ES20009,0.2
2016,,,ES20009,PT,ES20009,0.2
2021,,,ES20009,PT,ES20009,0.2
2015,,,ES20009,PT,ES20009,0.3
2018,,,ES20010,PT,ES20010,0.4
2014,,,ES20010,PT,ES20010,0.3
2019,,,ES20010,PT,ES20010,0.4
2017,,,ES20010,PT,ES20010,0.5
2016,,,ES20010,PT,ES20010,0.4
2021,,,ES20010,PT,ES20010,0.4
2020,,,ES20010,PT,ES20010,0.4
2015,,,ES20010,PT,ES20010,0.4
2017,,,ES20011,PT,ES20011,1.4
2016,,,ES20011,PT,ES20011,1.1
2018,,,ES20011,PT,ES20011,1.1
2020,,,ES20011,PT,ES20011,1.2
2015,,,ES20011,PT,ES20011,1.2
2019,,,ES20011,PT,ES20011,1.4
2014,,,ES20011,PT,ES20011,1.0
2021,,,ES20011,PT,ES20011,1.5
2016,,,ES01049,PT,ES01049,14.2
2019,,,ES01049,PT,ES01049,13.2
2017,,,ES01049,PT,ES01049,12.9
2014,,,ES01049,PT,ES01049,12.3
2021,,,ES01049,PT,ES01049,15.4
2020,,,ES01049,PT,ES01049,12.2
2015,,,ES01049,PT,ES01049,15.2
2018,,,ES01049,PT,ES01049,10.7
2016,,,ES48005,PT,ES48005,4.2
2018,,,ES48005,PT,ES48005,3.4
2014,,,ES48005,PT,ES48005,2.2
2021,,,ES48005,PT,ES48005,5.9
2015,,,ES48005,PT,ES48005,4.1
2020,,,ES48005,PT,ES48005,4.7
2019,,,ES48005,PT,ES48005,3.6
2017,,,ES48005,PT,ES48005,4.0
2019,,,ES20012,PT,ES20012,0.3
2017,,,ES20012,PT,ES20012,0.4
2015,,,ES20012,PT,ES20012,1.3
2020,,,ES20012,PT,ES20012,0.4
2021,,,ES20012,PT,ES20012,0.3
2014,,,ES20012,PT,ES20012,1.4
2018,,,ES20012,PT,ES20012,0.3
2016,,,ES20012,PT,ES20012,0.4
2018,,,ES01003,PT,ES01003,14.9
2020,,,ES01003,PT,ES01003,11.3
2014,,,ES01003,PT,ES01003,15.7
2021,,,ES01003,PT,ES01003,15.3
2017,,,ES01003,PT,ES01003,14.8
2016,,,ES01003,PT,ES01003,12.9
2019,,,ES01003,PT,ES01003,12.4
2015,,,ES01003,PT,ES01003,14.4
2019,,,ES48006,PT,ES48006,5.3
2014,,,ES48006,PT,ES48006,3.3
2016,,,ES48006,PT,ES48006,3.8
2015,,,ES48006,PT,ES48006,3.1
2020,,,ES48006,PT,ES48006,6.0
2021,,,ES48006,PT,ES48006,7.6
2018,,,ES48006,PT,ES48006,4.4
2017,,,ES48006,PT,ES48006,3.8
2016,,,ES48093,PT,ES48093,2.2
2018,,,ES48093,PT,ES48093,2.0
2020,,,ES48093,PT,ES48093,2.7
2019,,,ES48093,PT,ES48093,2.2
2021,,,ES48093,PT,ES48093,3.5
2017,,,ES48093,PT,ES48093,2.1
2014,,,ES48093,PT,ES48093,1.7
2015,,,ES48093,PT,ES48093,1.7
2017,,,ES20013,PT,ES20013,0.5
2018,,,ES20013,PT,ES20013,0.3
2016,,,ES20013,PT,ES20013,0.4
2019,,,ES20013,PT,ES20013,0.4
2015,,,ES20013,PT,ES20013,0.3
2014,,,ES20013,PT,ES20013,0.3
2021,,,ES20013,PT,ES20013,0.4
2020,,,ES20013,PT,ES20013,0.4
2018,,,ES01006,PT,ES01006,6.5
2015,,,ES01006,PT,ES01006,6.6
2014,,,ES01006,PT,ES01006,6.0
2021,,,ES01006,PT,ES01006,10.0
2020,,,ES01006,PT,ES01006,8.6
2019,,,ES01006,PT,ES01006,7.3
2017,,,ES01006,PT,ES01006,6.7
2016,,,ES01006,PT,ES01006,8.2
2020,,,ES01037,PT,ES01037,10.8
2014,,,ES01037,PT,ES01037,11.4
2016,,,ES01037,PT,ES01037,11.4
2015,,,ES01037,PT,ES01037,9.9
2019,,,ES01037,PT,ES01037,10.9
2021,,,ES01037,PT,ES01037,12.8
2017,,,ES01037,PT,ES01037,12.1
2018,,,ES01037,PT,ES01037,12.1
2020,,,ES48009,PT,ES48009,1.6
2015,,,ES48009,PT,ES48009,1.8
2021,,,ES48009,PT,ES48009,1.9
2019,,,ES48009,PT,ES48009,1.7
2017,,,ES48009,PT,ES48009,1.5
2018,,,ES48009,PT,ES48009,1.3
2014,,,ES48009,PT,ES48009,2.0
2016,,,ES48009,PT,ES48009,1.9
2017,,,ES20055,PT,ES20055,0.2
2014,,,ES20055,PT,ES20055,0.1
2020,,,ES20055,PT,ES20055,0.1
2016,,,ES20055,PT,ES20055,0.1
2019,,,ES20055,PT,ES20055,0.2
2018,,,ES20055,PT,ES20055,0.1
2021,,,ES20055,PT,ES20055,0.2
2015,,,ES20055,PT,ES20055,0.1
2018,,,ES48914,PT,ES48914,10.1
2021,,,ES48914,PT,ES48914,10.8
2016,,,ES48914,PT,ES48914,11.8
2020,,,ES48914,PT,ES48914,10.7
2014,,,ES48914,PT,ES48914,10.1
2019,,,ES48914,PT,ES48914,11.6
2015,,,ES48914,PT,ES48914,12.2
2017,,,ES48914,PT,ES48914,11.6
2018,,,ES01008,PT,ES01008,6.8
2021,,,ES01008,PT,ES01008,6.4
2016,,,ES01008,PT,ES01008,8.1
2020,,,ES01008,PT,ES01008,5.8
2015,,,ES01008,PT,ES01008,8.4
2014,,,ES01008,PT,ES01008,9.6
2019,,,ES01008,PT,ES01008,6.1
2017,,,ES01008,PT,ES01008,8.0
2021,,,ES48010,PT,ES48010,13.8
2020,,,ES48010,PT,ES48010,12.4
2014,,,ES48010,PT,ES48010,12.6
2016,,,ES48010,PT,ES48010,14.0
2017,,,ES48010,PT,ES48010,13.6
2019,,,ES48010,PT,ES48010,11.0
2018,,,ES48010,PT,ES48010,12.2
2015,,,ES48010,PT,ES48010,14.2
2015,,,ES48011,PT,ES48011,0.2
2018,,,ES48011,PT,ES48011,0.2
2019,,,ES48011,PT,ES48011,0.3
2014,,,ES48011,PT,ES48011,0.2
2016,,,ES48011,PT,ES48011,0.2
2017,,,ES48011,PT,ES48011,0.2
2020,,,ES48011,PT,ES48011,0.3
2021,,,ES48011,PT,ES48011,0.4
2014,,,ES48023,PT,ES48023,1.5
2017,,,ES48023,PT,ES48023,1.8
2016,,,ES48023,PT,ES48023,1.9
2021,,,ES48023,PT,ES48023,2.1
2015,,,ES48023,PT,ES48023,1.9
2018,,,ES48023,PT,ES48023,1.6
2019,,,ES48023,PT,ES48023,1.7
2020,,,ES48023,PT,ES48023,1.9
2021,,,ES48008,PT,ES48008,17.7
2017,,,ES48008,PT,ES48008,11.3
2014,,,ES48008,PT,ES48008,11.0
2016,,,ES48008,PT,ES48008,10.9
2020,,,ES48008,PT,ES48008,13.5
2015,,,ES48008,PT,ES48008,9.1
2018,,,ES48008,PT,ES48008,12.2
2019,,,ES48008,PT,ES48008,12.2
2015,,,ES01004,PT,ES01004,2.0
2014,,,ES01004,PT,ES01004,2.6
2021,,,ES01004,PT,ES01004,2.5
2017,,,ES01004,PT,ES01004,2.1
2018,,,ES01004,PT,ES01004,2.4
2020,,,ES01004,PT,ES01004,1.5
2016,,,ES01004,PT,ES01004,1.9
2019,,,ES01004,PT,ES01004,1.8
2017,,,ES01009,PT,ES01009,1.5
2015,,,ES01009,PT,ES01009,2.8
2021,,,ES01009,PT,ES01009,1.4
2018,,,ES01009,PT,ES01009,1.4
2014,,,ES01009,PT,ES01009,3.1
2019,,,ES01009,PT,ES01009,1.2
2016,,,ES01009,PT,ES01009,2.2
2020,,,ES01009,PT,ES01009,1.5
2014,,,ES20014,PT,ES20014,2.0
2019,,,ES20014,PT,ES20014,1.3
2017,,,ES20014,PT,ES20014,1.4
2020,,,ES20014,PT,ES20014,1.3
2018,,,ES20014,PT,ES20014,1.2
2015,,,ES20014,PT,ES20014,1.9
2021,,,ES20014,PT,ES20014,1.1
2016,,,ES20014,PT,ES20014,1.5
2014,,,ES20903,PT,ES20903,0.1
2018,,,ES20903,PT,ES20903,0.1
2016,,,ES20903,PT,ES20903,0.1
2020,,,ES20903,PT,ES20903,0.2
2019,,,ES20903,PT,ES20903,0.2
2015,,,ES20903,PT,ES20903,0.1
2017,,,ES20903,PT,ES20903,0.1
2021,,,ES20903,PT,ES20903,0.3
2014,,,ES20015,PT,ES20015,7.6
2017,,,ES20015,PT,ES20015,7.1
2016,,,ES20015,PT,ES20015,6.5
2015,,,ES20015,PT,ES20015,6.8
2021,,,ES20015,PT,ES20015,7.6
2020,,,ES20015,PT,ES20015,6.5
2018,,,ES20015,PT,ES20015,5.5
2019,,,ES20015,PT,ES20015,6.9
2019,,,ES48091,PT,ES48091,1.0
2014,,,ES48091,PT,ES48091,0.7
2021,,,ES48091,PT,ES48091,1.2
2017,,,ES48091,PT,ES48091,0.8
2018,,,ES48091,PT,ES48091,0.9
2016,,,ES48091,PT,ES48091,0.8
2015,,,ES48091,PT,ES48091,0.6
2020,,,ES48091,PT,ES48091,0.9
2014,,,ES48070,PT,ES48070,5.3
2018,,,ES48070,PT,ES48070,7.1
2019,,,ES48070,PT,ES48070,7.9
2015,,,ES48070,PT,ES48070,5.6
2017,,,ES48070,PT,ES48070,7.4
2021,,,ES48070,PT,ES48070,9.4
2020,,,ES48070,PT,ES48070,6.5
2016,,,ES48070,PT,ES48070,7.5
2018,,,ES01010,PT,ES01010,7.0
2020,,,ES01010,PT,ES01010,5.4
2021,,,ES01010,PT,ES01010,6.9
2016,,,ES01010,PT,ES01010,7.1
2015,,,ES01010,PT,ES01010,8.3
2014,,,ES01010,PT,ES01010,10.7
2017,,,ES01010,PT,ES01010,7.6
2019,,,ES01010,PT,ES01010,5.5
2019,,,ES20017,PT,ES20017,0.8
2015,,,ES20017,PT,ES20017,0.5
2021,,,ES20017,PT,ES20017,0.8
2016,,,ES20017,PT,ES20017,0.6
2018,,,ES20017,PT,ES20017,0.6
2014,,,ES20017,PT,ES20017,0.5
2020,,,ES20017,PT,ES20017,0.7
2017,,,ES20017,PT,ES20017,0.8
2014,,,ES20018,PT,ES20018,0.5
2021,,,ES20018,PT,ES20018,0.9
2015,,,ES20018,PT,ES20018,0.6
2016,,,ES20018,PT,ES20018,0.7
2018,,,ES20018,PT,ES20018,0.6
2017,,,ES20018,PT,ES20018,0.8
2020,,,ES20018,PT,ES20018,0.8
2019,,,ES20018,PT,ES20018,0.8
2021,,,ES48012,PT,ES48012,3.3
2019,,,ES48012,PT,ES48012,2.6
2016,,,ES48012,PT,ES48012,3.6
2014,,,ES48012,PT,ES48012,4.5
2017,,,ES48012,PT,ES48012,3.0
2020,,,ES48012,PT,ES48012,2.8
2018,,,ES48012,PT,ES48012,2.4
2015,,,ES48012,PT,ES48012,4.4
2018,,,ES20904,PT,ES20904,5.6
2015,,,ES20904,PT,ES20904,7.4
2021,,,ES20904,PT,ES20904,4.6
2019,,,ES20904,PT,ES20904,6.1
2014,,,ES20904,PT,ES20904,8.6
2016,,,ES20904,PT,ES20904,6.5
2017,,,ES20904,PT,ES20904,6.4
2020,,,ES20904,PT,ES20904,5.6
2017,,,ES48090,PT,ES48090,0.8
2018,,,ES48090,PT,ES48090,0.8
2020,,,ES48090,PT,ES48090,0.9
2016,,,ES48090,PT,ES48090,0.8
2014,,,ES48090,PT,ES48090,0.6
2021,,,ES48090,PT,ES48090,1.2
2015,,,ES48090,PT,ES48090,0.6
2019,,,ES48090,PT,ES48090,0.8
2016,,,ES01011,PT,ES01011,30.7
2014,,,ES01011,PT,ES01011,24.0
2017,,,ES01011,PT,ES01011,31.1
2019,,,ES01011,PT,ES01011,32.1
2015,,,ES01011,PT,ES01011,29.4
2018,,,ES01011,PT,ES01011,33.4
2021,,,ES01011,PT,ES01011,32.6
2020,,,ES01011,PT,ES01011,35.6
2016,,,ES48013,PT,ES48013,0.0
2014,,,ES48013,PT,ES48013,0.0
2017,,,ES48013,PT,ES48013,0.0
2021,,,ES48013,PT,ES48013,0.0
2020,,,ES48013,PT,ES48013,0.0
2015,,,ES48013,PT,ES48013,0.0
2019,,,ES48013,PT,ES48013,0.0
2018,,,ES48013,PT,ES48013,0.0
2019,,,ES48014,PT,ES48014,1.6
2016,,,ES48014,PT,ES48014,1.4
2018,,,ES48014,PT,ES48014,1.5
2020,,,ES48014,PT,ES48014,1.8
2021,,,ES48014,PT,ES48014,1.6
2015,,,ES48014,PT,ES48014,1.2
2017,,,ES48014,PT,ES48014,1.7
2014,,,ES48014,PT,ES48014,1.0
2014,,,ES01013,PT,ES01013,27.9
2016,,,ES01013,PT,ES01013,24.5
2021,,,ES01013,PT,ES01013,27.4
2017,,,ES01013,PT,ES01013,25.4
2015,,,ES01013,PT,ES01013,23.3
2020,,,ES01013,PT,ES01013,24.0
2019,,,ES01013,PT,ES01013,23.9
2018,,,ES01013,PT,ES01013,24.8
2014,,,ES48015,PT,ES48015,0.1
2015,,,ES48015,PT,ES48015,0.1
2019,,,ES48015,PT,ES48015,0.0
2017,,,ES48015,PT,ES48015,0.0
2021,,,ES48015,PT,ES48015,0.0
2020,,,ES48015,PT,ES48015,0.0
2018,,,ES48015,PT,ES48015,0.0
2016,,,ES48015,PT,ES48015,0.0
2019,,,ES20019,PT,ES20019,0.1
2015,,,ES20019,PT,ES20019,0.2
2018,,,ES20019,PT,ES20019,0.1
2016,,,ES20019,PT,ES20019,0.2
2021,,,ES20019,PT,ES20019,0.2
2014,,,ES20019,PT,ES20019,0.2
2017,,,ES20019,PT,ES20019,0.2
2020,,,ES20019,PT,ES20019,0.1
2016,,,ES48092,PT,ES48092,2.1
2017,,,ES48092,PT,ES48092,2.3
2014,,,ES48092,PT,ES48092,2.0
2019,,,ES48092,PT,ES48092,2.3
2018,,,ES48092,PT,ES48092,2.3
2015,,,ES48092,PT,ES48092,1.9
2021,,,ES48092,PT,ES48092,2.9
2020,,,ES48092,PT,ES48092,2.7
2021,,,ES20020,PT,ES20020,22.2
2014,,,ES20020,PT,ES20020,14.1
2017,,,ES20020,PT,ES20020,18.0
2018,,,ES20020,PT,ES20020,16.7
2016,,,ES20020,PT,ES20020,17.3
2015,,,ES20020,PT,ES20020,14.9
2020,,,ES20020,PT,ES20020,18.5
2019,,,ES20020,PT,ES20020,21.4
2020,,,ES20021,PT,ES20021,0.9
2019,,,ES20021,PT,ES20021,1.0
2017,,,ES20021,PT,ES20021,1.1
2016,,,ES20021,PT,ES20021,1.2
2021,,,ES20021,PT,ES20021,0.9
2018,,,ES20021,PT,ES20021,0.8
2015,,,ES20021,PT,ES20021,1.3
2014,,,ES20021,PT,ES20021,1.5
2014,,,ES48016,PT,ES48016,1.0
2018,,,ES48016,PT,ES48016,0.5
2016,,,ES48016,PT,ES48016,0.7
2020,,,ES48016,PT,ES48016,0.4
2019,,,ES48016,PT,ES48016,0.4
2021,,,ES48016,PT,ES48016,0.3
2017,,,ES48016,PT,ES48016,0.6
2015,,,ES48016,PT,ES48016,0.8
2014,,,ES01014,PT,ES01014,3.7
2019,,,ES01014,PT,ES01014,3.5
2015,,,ES01014,PT,ES01014,5.4
2020,,,ES01014,PT,ES01014,3.9
2017,,,ES01014,PT,ES01014,3.6
2016,,,ES01014,PT,ES01014,4.4
2018,,,ES01014,PT,ES01014,3.9
2021,,,ES01014,PT,ES01014,5.4
2019,,,ES20022,PT,ES20022,3.3
2020,,,ES20022,PT,ES20022,2.8
2016,,,ES20022,PT,ES20022,2.6
2015,,,ES20022,PT,ES20022,2.5
2014,,,ES20022,PT,ES20022,2.4
2021,,,ES20022,PT,ES20022,2.9
2017,,,ES20022,PT,ES20022,3.3
2018,,,ES20022,PT,ES20022,2.4
2015,,,ES20074,PT,ES20074,0.7
2018,,,ES20074,PT,ES20074,0.5
2016,,,ES20074,PT,ES20074,0.7
2021,,,ES20074,PT,ES20074,0.7
2014,,,ES20074,PT,ES20074,0.6
2017,,,ES20074,PT,ES20074,0.8
2019,,,ES20074,PT,ES20074,0.7
2020,,,ES20074,PT,ES20074,0.6
2016,,,ES48017,PT,ES48017,12.9
2017,,,ES48017,PT,ES48017,30.1
2021,,,ES48017,PT,ES48017,21.9
2020,,,ES48017,PT,ES48017,26.6
2018,,,ES48017,PT,ES48017,27.7
2019,,,ES48017,PT,ES48017,29.3
2014,,,ES48017,PT,ES48017,14.9
2015,,,ES48017,PT,ES48017,11.7
2017,,,ES01016,PT,ES01016,6.8
2015,,,ES01016,PT,ES01016,7.1
2021,,,ES01016,PT,ES01016,6.6
2016,,,ES01016,PT,ES01016,6.9
2019,,,ES01016,PT,ES01016,6.2
2018,,,ES01016,PT,ES01016,6.7
2014,,,ES01016,PT,ES01016,6.8
2020,,,ES01016,PT,ES01016,5.0
2017,,,ES48018,PT,ES48018,1.1
2019,,,ES48018,PT,ES48018,1.2
2020,,,ES48018,PT,ES48018,1.4
2021,,,ES48018,PT,ES48018,2.1
2015,,,ES48018,PT,ES48018,1.4
2018,,,ES48018,PT,ES48018,1.1
2016,,,ES48018,PT,ES48018,1.3
2014,,,ES48018,PT,ES48018,1.4
2018,,,ES48019,PT,ES48019,0.7
2014,,,ES48019,PT,ES48019,0.6
2015,,,ES48019,PT,ES48019,0.7
2017,,,ES48019,PT,ES48019,0.8
2021,,,ES48019,PT,ES48019,1.1
2020,,,ES48019,PT,ES48019,1.0
2019,,,ES48019,PT,ES48019,0.8
2016,,,ES48019,PT,ES48019,0.8
2015,,,ES20023,PT,ES20023,3.3
2014,,,ES20023,PT,ES20023,2.9
2019,,,ES20023,PT,ES20023,2.9
2021,,,ES20023,PT,ES20023,3.2
2018,,,ES20023,PT,ES20023,2.3
2020,,,ES20023,PT,ES20023,3.1
2017,,,ES20023,PT,ES20023,3.1
2016,,,ES20023,PT,ES20023,3.0
2015,,,ES20024,PT,ES20024,6.1
2017,,,ES20024,PT,ES20024,5.7
2014,,,ES20024,PT,ES20024,5.0
2021,,,ES20024,PT,ES20024,4.9
2019,,,ES20024,PT,ES20024,5.8
2020,,,ES20024,PT,ES20024,5.4
2016,,,ES20024,PT,ES20024,5.8
2018,,,ES20024,PT,ES20024,5.2
2021,,,ES48020,PT,ES48020,0.0
2018,,,ES48020,PT,ES48020,0.1
2019,,,ES48020,PT,ES48020,0.0
2017,,,ES48020,PT,ES48020,0.1
2016,,,ES48020,PT,ES48020,0.0
2020,,,ES48020,PT,ES48020,0.0
2015,,,ES48020,PT,ES48020,0.0
2014,,,ES48020,PT,ES48020,0.0
2019,,,ES48021,PT,ES48021,4.3
2018,,,ES48021,PT,ES48021,3.9
2015,,,ES48021,PT,ES48021,5.3
2017,,,ES48021,PT,ES48021,4.5
2021,,,ES48021,PT,ES48021,5.6
2020,,,ES48021,PT,ES48021,4.3
2016,,,ES48021,PT,ES48021,4.5
2014,,,ES48021,PT,ES48021,5.8
2019,,,ES01017,PT,ES01017,10.1
2017,,,ES01017,PT,ES01017,10.2
2020,,,ES01017,PT,ES01017,8.7
2014,,,ES01017,PT,ES01017,10.3
2016,,,ES01017,PT,ES01017,11.8
2015,,,ES01017,PT,ES01017,11.7
2018,,,ES01017,PT,ES01017,11.4
2021,,,ES01017,PT,ES01017,10.2
2019,,,ES20029,PT,ES20029,1.1
2021,,,ES20029,PT,ES20029,1.2
2020,,,ES20029,PT,ES20029,1.1
2017,,,ES20029,PT,ES20029,1.2
2018,,,ES20029,PT,ES20029,0.8
2014,,,ES20029,PT,ES20029,1.0
2015,,,ES20029,PT,ES20029,1.0
2016,,,ES20029,PT,ES20029,1.0
2021,,,ES48901,PT,ES48901,0.1
2015,,,ES48901,PT,ES48901,0.2
2018,,,ES48901,PT,ES48901,0.1
2016,,,ES48901,PT,ES48901,0.2
2014,,,ES48901,PT,ES48901,0.2
2020,,,ES48901,PT,ES48901,0.1
2019,,,ES48901,PT,ES48901,0.2
2017,,,ES48901,PT,ES48901,0.2
2017,,,ES48026,PT,ES48026,6.9
2015,,,ES48026,PT,ES48026,5.7
2016,,,ES48026,PT,ES48026,7.0
2020,,,ES48026,PT,ES48026,7.4
2021,,,ES48026,PT,ES48026,10.4
2019,,,ES48026,PT,ES48026,7.7
2014,,,ES48026,PT,ES48026,5.2
2018,,,ES48026,PT,ES48026,6.4
2015,,,ES20069,PT,ES20069,0.1
2014,,,ES20069,PT,ES20069,0.1
2021,,,ES20069,PT,ES20069,0.0
2016,,,ES20069,PT,ES20069,0.0
2018,,,ES20069,PT,ES20069,0.0
2020,,,ES20069,PT,ES20069,0.0
