Year,Series,Units,Value
2020,Area 1: marco legal global y vida pública,Porcentaje,100.0
2022,Area 1: marco legal global y vida pública,Porcentaje,100.0
2024,Area 1: marco legal global y vida pública,Porcentaje,100.0
2015,Area 1: marco legal global y vida pública,Porcentaje,100.0
2020,Area 2: violencia contra la mujer,Porcentaje,100.0
2022,Area 2: violencia contra la mujer,Porcentaje,100.0
2015,Area 2: violencia contra la mujer,Porcentaje,100.0
2024,Area 2: violencia contra la mujer,Porcentaje,100.0
2015,Area 3: empleo y subsidios económicos,Porcentaje,100.0
2022,Area 3: empleo y subsidios económicos,Porcentaje,100.0
2020,Area 3: empleo y subsidios económicos,Porcentaje,100.0
2024,Area 3: empleo y subsidios económicos,Porcentaje,100.0
2015,Area 4: matrimonio y familia,Porcentaje,81.8
2020,Area 4: matrimonio y familia,Porcentaje,81.8
2022,Area 4: matrimonio y familia,Porcentaje,81.8
2024,Area 4: matrimonio y familia,Porcentaje,81.8
