Year,Series,Units,Value
2017,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2018,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2019,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2012,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2020,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2014,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2016,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2022,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2015,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2021,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2010,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2013,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2011,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2023,Se ha realizado al menos un censo de población y vivienda en los últimos diez años,"Lógica (1=Sí, -1=No)",1
2020,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2017,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2011,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2010,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2015,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2022,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2016,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2018,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2013,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2012,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2021,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2019,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2023,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
2014,Se ha registrado el 100% de los nacimientos y al menos el 80% de las defunciones,"Lógica (1=Sí, -1=No)",1
