Year,Series,Units,Value
2017,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,83.6
2020,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,75.7
2016,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,81.1
2014,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,82.2
2012,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,75.5
2021,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,75.9
2018,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,83.0
2010,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,69.8
2013,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,80.3
2011,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,74.6
2019,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,86.0
2015,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,Porcentaje,80.8
2010,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,82.2
2011,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,82.0
2012,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,83.4
2013,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,89.9
2015,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,89.1
2016,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,88.9
2020,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,88.0
2014,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,90.9
2017,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,90.1
2018,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,90.6
2019,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,91.4
2021,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,Porcentaje,87.0
