Year,Series,Units,Value
2016,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,21507.9
2011,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,23308.8
2018,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,28476.5
2015,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,23794.7
2019,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,27538.3
2013,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,18163.8
2012,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,21098.6
2014,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,19620.0
2010,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,30845.5
2017,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,26656.6
2020,Consumo doméstico de materiales en términos absolutos,Kilotoneladas,22964.9
2020,Consumo doméstico de materiales per cápita,Toneladas per cápita,10.5
2016,Consumo doméstico de materiales per cápita,Toneladas per cápita,9.9
2014,Consumo doméstico de materiales per cápita,Toneladas per cápita,9.0
2013,Consumo doméstico de materiales per cápita,Toneladas per cápita,8.3
2018,Consumo doméstico de materiales per cápita,Toneladas per cápita,13.0
2011,Consumo doméstico de materiales per cápita,Toneladas per cápita,10.7
2012,Consumo doméstico de materiales per cápita,Toneladas per cápita,9.7
2017,Consumo doméstico de materiales per cápita,Toneladas per cápita,12.2
2015,Consumo doméstico de materiales per cápita,Toneladas per cápita,11.0
2019,Consumo doméstico de materiales per cápita,Toneladas per cápita,12.6
2010,Consumo doméstico de materiales per cápita,Toneladas per cápita,14.2
2010,Consumo doméstico de materiales por PIB,T_MILLON_EUR,456.3
2012,Consumo doméstico de materiales por PIB,T_MILLON_EUR,317.3
2011,Consumo doméstico de materiales por PIB,T_MILLON_EUR,343.6
2013,Consumo doméstico de materiales por PIB,T_MILLON_EUR,277.8
2014,Consumo doméstico de materiales por PIB,T_MILLON_EUR,295.3
2015,Consumo doméstico de materiales por PIB,T_MILLON_EUR,347.4
2016,Consumo doméstico de materiales por PIB,T_MILLON_EUR,304.0
2017,Consumo doméstico de materiales por PIB,T_MILLON_EUR,366.8
2018,Consumo doméstico de materiales por PIB,T_MILLON_EUR,379.7
2019,Consumo doméstico de materiales por PIB,T_MILLON_EUR,359.0
2020,Consumo doméstico de materiales por PIB,T_MILLON_EUR,332.6
