Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Superficie forestal en proporción a la superficie total,,,,%,,54.9
2022,Superficie forestal en proporción a la superficie total,,,,%,,54.8
2020,Superficie forestal en proporción a la superficie total,,,,%,,54.7
2018,Superficie forestal en proporción a la superficie total,,,,%,,54.2
2019,Superficie forestal en proporción a la superficie total,,,,%,,54.5
2021,Superficie forestal en proporción a la superficie total,,,,%,,54.8
2016,Superficie forestal en proporción a la superficie total,,,,%,,54.9
2021,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,53.3
2022,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,53.4
2020,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,53.3
2018,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,52.5
2019,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,52.8
2016,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,53.5
2010,Superficie forestal en proporción a la superficie total,,,Abadiño,%,Abadiño,53.3
2019,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,50.4
2018,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,50.4
2016,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,52.5
2010,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,53.5
2022,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,50.4
2020,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,50.4
2021,Superficie forestal en proporción a la superficie total,,,Abaltzisketa,%,Abaltzisketa,50.4
2022,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,29.9
2018,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,35.7
2021,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,29.9
2020,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,29.9
2010,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,35.7
2019,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,29.4
2016,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,35.7
2018,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,62.3
2020,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,62.2
2016,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,65.3
2010,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,67.0
2019,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,62.2
2022,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,62.2
2021,Superficie forestal en proporción a la superficie total,,,Aduna,%,Aduna,62.2
2018,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,20.4
2016,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,20.4
2019,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,20.4
2020,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,20.4
2010,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,19.8
2021,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,20.4
2022,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,%,Agurain/Salvatierra,20.4
2018,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,50.3
2021,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,51.0
2019,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,50.9
2020,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,51.0
2016,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,51.4
2010,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,51.6
2022,Superficie forestal en proporción a la superficie total,,,Aia,%,Aia,51.0
2016,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,36.3
2021,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,34.3
2020,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,34.1
2010,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,37.8
2018,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,33.4
2022,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,34.3
2019,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,%,Aizarnazabal,34.1
2010,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,53.7
2020,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,54.9
2016,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,57.1
2022,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,55.0
2019,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,54.7
2021,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,54.9
2018,Superficie forestal en proporción a la superficie total,,,Ajangiz,%,Ajangiz,54.5
2016,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,65.3
2020,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,64.4
2018,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,63.9
2010,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,68.9
2022,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,64.6
2019,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,64.0
2021,Superficie forestal en proporción a la superficie total,,,Albiztur,%,Albiztur,64.4
2019,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,69.4
2021,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,69.4
2010,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,72.6
2016,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,71.2
2020,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,69.4
2018,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,68.8
2022,Superficie forestal en proporción a la superficie total,,,Alegia,%,Alegia,69.4
2018,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,32.9
2019,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,32.9
2021,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,32.9
2022,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,32.9
2020,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,32.9
2016,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,32.9
2010,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,%,Alegría-Dulantzi,33.6
2018,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,68.0
2021,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,68.0
2016,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,68.9
2010,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,70.4
2020,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,68.0
2022,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,67.9
2019,Superficie forestal en proporción a la superficie total,,,Alkiza,%,Alkiza,68.1
2018,Superficie forestal en proporción a la superficie total,,,Alonsotegi,%,Alonsotegi,52.4
