Year,Series,Territorio histórico,Units,Value
2016,Índice de paridad de género en la realización de actividades educativas,,Ratio,1.0
2011,Índice de paridad de género en la realización de actividades educativas,,Ratio,1.17
2022,Índice de paridad de género en la realización de actividades educativas,,Ratio,1.07
2016,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior),,Ratio,0.6
2011,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior),,Ratio,0.64
2022,Índice de paridad en ingresos en la realización de actividades educativas (quintiles superior e inferior),,Ratio,0.6
2024,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.97
2015,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.91
2023,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,1.02
2016,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.94
2021,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,1.02
2017,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.92
2018,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.88
2019,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.9
2022,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,1.01
2020,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.99
2012,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.98
2013,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.93
2010,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.99
2011,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.96
2014,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),,Ratio,0.91
2011,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.68
2019,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.96
2020,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.85
2024,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.9
2021,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.91
2017,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.84
2013,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.77
2010,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.43
2014,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.7
2023,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.89
2016,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.93
2022,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.85
2018,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,1.03
2015,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.96
2012,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Araba/Álava,Ratio,0.8
2019,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.89
2020,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,1.05
2021,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,1.05
2024,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.94
2018,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.86
2012,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.98
2010,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,1.14
2014,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.99
2017,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.95
2011,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,1.05
2023,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.99
2022,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.99
2013,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.93
2016,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.9
2015,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Bizkaia,Ratio,0.88
2021,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,1.03
2010,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.95
2011,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.91
2012,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,1.0
2024,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,1.04
2014,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.9
2015,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.91
2017,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.92
2016,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.99
2018,Índice de paridad residencial en la realización de actividades educativas (municipios de más y menos de 10.000 habitantes),Gipuzkoa,Ratio,0.86
