Year,Series,Units,Value
2016,EN_MAT_DOMCMPT,KT,21507.9
2017,EN_MAT_DOMCMPT,KT,26656.6
2020,EN_MAT_DOMCMPT,KT,22965.0
2013,EN_MAT_DOMCMPT,KT,18163.8
2018,EN_MAT_DOMCMPT,KT,28476.5
2015,EN_MAT_DOMCMPT,KT,23794.7
2022,EN_MAT_DOMCMPT,KT,22897.1
2011,EN_MAT_DOMCMPT,KT,23308.8
2012,EN_MAT_DOMCMPT,KT,21098.6
2019,EN_MAT_DOMCMPT,KT,27538.3
2010,EN_MAT_DOMCMPT,KT,30845.5
2014,EN_MAT_DOMCMPT,KT,19620.0
2021,EN_MAT_DOMCMPT,KT,26738.0
2020,EN_MAT_DOMCMPC,T_PER_CAPITA,10.5
2013,EN_MAT_DOMCMPC,T_PER_CAPITA,8.3
2016,EN_MAT_DOMCMPC,T_PER_CAPITA,9.9
2015,EN_MAT_DOMCMPC,T_PER_CAPITA,11.0
2022,EN_MAT_DOMCMPC,T_PER_CAPITA,10.5
2012,EN_MAT_DOMCMPC,T_PER_CAPITA,9.7
2011,EN_MAT_DOMCMPC,T_PER_CAPITA,10.7
2014,EN_MAT_DOMCMPC,T_PER_CAPITA,9.0
2021,EN_MAT_DOMCMPC,T_PER_CAPITA,12.2
2018,EN_MAT_DOMCMPC,T_PER_CAPITA,13.0
2010,EN_MAT_DOMCMPC,T_PER_CAPITA,14.2
2019,EN_MAT_DOMCMPC,T_PER_CAPITA,12.6
2017,EN_MAT_DOMCMPC,T_PER_CAPITA,12.2
2010,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,407.5
2011,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,307.2
2012,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,283.9
2015,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,311.8
2013,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,249.1
2014,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,264.6
2016,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,272.9
2017,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,329.1
2018,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,341.0
2019,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,322.4
2020,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,296.9
2021,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,325.9
2022,EN_MAT_DOMCMPG,KG_PER_GDP_1000_EUR,264.1
